,0
4277,"Personal tragedy, public dissembling: Gladys Berejiklian's days seem numbered"
4278,The US's cold war with China won't disappear if Joe Biden becomes president | Alex Doherty
4279,"'He just thinks about himself': America's reckless, ill president"
4280,"Ultraviolence: the shocking, brutal film about deaths in police custody"
4281,Stuart Hogg gives Exeter inside track on Racing's Finn Russell
4282,Jack Charlton's courage shone through as he faced his 'greatest challenge' | Paul Doyle
4283,Senator Ian the Climate Denialist Potato explains Australia’s new but not at all racist citizenship requirements | First Dog on the Moon
4284,'Drastic rise' in Malawi's suicide rate linked to Covid economic downturn
4285,Covid: UK at 'critical juncture' as No 10 unveils three-tier alert system
4286,"Daryl Maguire, Gladys Berejiklian and a scandal years in the making – timeline"
4287,Google Nest Audio review: smart speaker gets music upgrade
4288,Car insurance quote rockets over a claim I did not make
4289,The Butterfly Effect by Marcus J Moore review – hobbled by jargon
4290,Tree of the week: the crab apple tree that makes booze
4291,'My place wasn't safe': the universities sheltering women from domestic abuse
4292,Les nouveaux Misérables: the lives of Filipina workers in the playground of the rich
4293,Should we use an inheritance to buy a shared-ownership property?
4294,I make lousy packed lunches – but they’re not as bad as Mum’s ratatouille sandwich
4295,US election briefing for Australia: Superman or superspreader? Trump claims Covid immunity
4296,China reportedly orders halt to imports of Australian coal
4297,Monday briefing: Three tiers for Covid alerts
4298,Buxton Crescent review: the grand old spa and hotel comes back to life
4299,"Quaden Bayles's family getting death threats months after anti-bullying video, mother says"
4300,Kim Jong-un sheds tears as he delivers rare apology to North Korea over failings
4301,Australian industry presses for expansion of budget's big business tax concession
4302,"Even without private clubs, the 'egalitarian' Australian beach is a national myth | Alex McKinnon"
4303,TV tonight: Jodie Whittaker time travels into her family history
4304,Your health insurance needs a revamp – here’s why
4305,'We've had so many wins': why the green movement can overcome climate crisis
4306,'There is no planet B': the best books to help us navigate the next 50 years
4307,I found out the hard way that caring for dying relatives is almost impossible in our society | Emily Kenway
4308,Piers Morgan: ‘Do I genuinely feel a pathological hatred of vegan sausage rolls? No’
4309,"Weird, wacky and utterly wonderful: the world's greatest unsung museums"
4310,"NHS 111 call centre was unsafe, says worker who nearly died from Covid"
4311,Lord Janner child sexual abuse inquiry begins
4312,Campaigners in last-ditch push to protect farming standards post-Brexit
4313,New Zealand's MMP electoral system: what is it and how does it work?
4314,"Chris Eccles, Victoria's top public servant, resigns as hotel quarantine phone records revealed"
4315,Country diary: Chinooks send pigeons into a panicked swirl
4316,'Liveable streets': how cities are prioritising people over parking
4317,"People in Gaza sifting through rubbish for food, UN head says"
4318,NBA finals 2020: Los Angeles Lakers beat Miami Heat to clinch title – as it happened
4319,How wider political agenda risks skewing New Zealand's cannabis referendum | Claire Robinson
4320,'Close personal relationship': Gladys Berejiklian grilled on what she knew of former MP's debts and land deal
4321,'Wish Kobe and Gianna were here:' Bryant's widow hails Lakers' NBA title win
4322,Labor signals fight over 'massive design fault' of super changes in Coalition budget
4323,"There will be no royal commission, but we need to question News Corp's role in Australia | Belinda Barnet"
4324,Report card: Jacinda Ardern's government graded on the past three years
4325,Paul Jennings on the 'painful' process of writing about his life: 'It's been quite confronting'
4326,Canadian detained in China 'astonished' to learn about scale of Covid pandemic
4327,Introduction of new NRL rule makes momentum king in 2020 | Nick Tedeschi
4328,Britons eager to return to pre-Covid-levels of dining out – survey
4329,Rental market reveals UK divide between affluent and deprived areas
4330,Surge in number of UK children applying for free school meals
4331,Arts organisations across England to receive £257m survival fund
4332,Son of banker shot dead 16 years ago says his family deserves answers
4333,"UK must compel Amazon to improve worker conditions, say unions"
4334,England's hospitality bosses prepare legal challenge to Covid lockdowns
4335,"Quiptic crossword No 1,091"
4336,"Cryptic crossword No 28,262"
4337,"Quick crossword No 15,735"
4338,Brazil records 290 deaths in 24 hours – as it happened
4339,Anthony Fauci criticises Donald Trump for using his words out of context
4340,"Junior MasterChef: an adorable, joyous and extremely impressive antidote to 2020"
4341,Trump claims he no longer has Covid-19 and is 'immune' – as it happened
4342,Enslaved review – Samuel L Jackson presents a brutally poignant history of the slave trade
4343,Gopperth warns Wasps to learn lessons of 2017's Premiership final hurt
4344,"Shane Sutton made threat to 'finish' me and Team Sky, claims Richard Freeman"
4345,Exeter and Wasps show way to final is as much about mindset as muscle | Robert Kitson
4346,Lyndon Dykes sees off Slovakia to keep Scotland's feelgood factor growing
4347,'We were unhinged' but Southgate proud at way England went on to win
4348,Gareth Southgate stumbles upon perfect tactics to take down Belgium | Jonathan Liew
4349,Denver police hold suspect over fatal shooting during 'Patriot Rally'
4350,Starwatch: dawn encounter between the moon and Venus
4351,Amy Coney Barrett to say she will judge cases on law not personal views
4352,Roland Garros the perfect venue for Nadal to be level best with Federer
4353,Peace hopes at stake as northern Cyprus voters go to the polls
4354,Corrections and clarifications
4355,"Morning mail: Barnaby Joyce anger over Hanson cheque, GP test failure, Trump 'immune'"
4356,Plan to mend football pyramid's great crack should not be swept off table | David Conn
4357,Tourist returns stolen artefacts from Pompeii 'after suffering curse'
4358,Barrett was member of anti-abortion group that promoted clinic criticized for misleading women
4359,"Lemon juice, legumes and local activism: what green habits have you adopted in 2020?"
4360,Lewis Hamilton equals Michael Schumacher's 91 race wins at Eifel F1 GP
4361,'I feel humbled' says Lewis Hamilton after matching Schumacher record
4362,Trump claims he’s Covid ‘immune’ as he aims for barrage of rallies in swing states
4363,England 2-1 Belgium: Nations League – as it happened
4364,England sink Belgium in Nations League thanks to Mount's lucky break
4365,Lakers' Green had death threats after missing potential title-sealing shot
4366,Nigeria to disband Sars police unit accused of killings and brutality
4367,The Guardian view on covert human intelligence sources: draw a line | Editorial
4368,The Guardian view on Boris Johnson's Cop26: ask if GDP growth is sustainable | Editorial
4369,Buckley delivers 'most unbelievable KO in UFC history' with spinning kick
4370,French Open 2020: Rafael Nadal thrashes Novak Djokovic in final – as it happened
4371,Barnaby Joyce blasts Coalition for 'deal' with Pauline Hanson to announce $23m stadium grant
4372,Australian GP candidates furious after tech failures cause crucial online exams to be cancelled
4373,Australian food banks report huge surge in demand during Covid pandemic
4374,Cream rises to top after Geelong's bloodless win over insipid Collingwood | Scott Heinrich
4375,Wallabies give glimmer of hope as Dave Rennie's team embark on new journey | Bret Harris
4376,Net zero emissions target for Australia could launch $63bn investment boom
4377,I Hate Suzie: Billie Piper is spectacular as a spiralling star in this train-wreck comedy
4378,'A $10 bulb can completely alter the vibe': high-impact house fixes for less than $100
4379,Footballers and fishermen: Italy's red prawn war with Libya turns ugly
4380,West Ham close to agreeing Benrahma fee after £13m King bid is rejected
4381,"Nearly 10,000 mink dead from Covid-19 outbreak at Utah fur farms"
4382,Tyrrell Hatton wins PGA Championship at Wentworth to extend home streak
4383,Czech Republic goes from model Covid-19 response to brink of second lockdown
4384,Rafael Nadal demolishes Novak Djokovic to win 13th French Open title
4385,Vue to shut a quarter of UK cinemas three days a week
4386,"Saturday Night Live: Jim Carrey, Mike Pence and a very pesky fly"
4387,Chelsea 3-1 Manchester City: Women's Super League – as it happened
4388,Patrick Burke obituary
4389,Penalty controversy mars Chelsea's WSL victory over Manchester City
4390,Janet Freer obituary
4391,Three-tier Covid plan for England: what it means and how it may work
4392,Resistance to lockdown rules is not just ‘fatigue’ | Letters
4393,Plans to hand contact tracing to England's local authorities 'too late'
4394,BBC impartiality is under threat from all sides | Letters
4395,Tackle fuel poverty and the climate crisis | Letter
4396,We’re off to Rome around the Dales | Brief letters
4397,McClean sees red as Ireland and Wales share points in Nations League
4398,Hospital bosses urge NHS England to drop 'unfair' fines as Covid admissions rise
4399,The return of Spitting Image shows how toothless British satire has become | Nesrine Malik
4400,Exploited workers at UK garment factories 'robbed' of £27m since July
4401,Home Office may use nets to stop migrant boats crossing Channel
4402,The Joy of Six: Lewis Hamilton's greatest F1 grand prix victories | Giles Richards
4403,Iain Duncan Smith calls for review of Chinese investment in UK
4404,Third of UK football fans put off buying kit if it has betting sponsor
4405,F1: Lewis Hamilton equals Schumacher wins record by taking Eifel GP – as it happened
4406,Robert Jenrick admits approving funds for town in Jake Berry's constituency
4407,Future Islands: As Long As You Are review – intensely moving
4408,'It isn't a tick-box': young BLM activists on Black History Month in UK schools
4409,Ten black history events that should be taught to every pupil
4410,Councils in  England set to get greater Covid tracing powers
4411,Jaime Harrison sets Senate fundraising record in race against Lindsey Graham
4412,"YouTube more representative of Britain than television, says UK boss"
4413,Local lockdowns dreamed up in London are causing nightmares for the rest of England | John Harris
4414,Project Big Picture: leading clubs' plan to reshape game sparks anger
4415,Quarter Life Crisis review – secrets of a reluctant grownup
4416,‘Humans weren’t always here. We could disappear’: meet the collapsologists
4417,Nigel Ley obituary
4418,Emmy the Great: April / 月音 review – a quest for belonging
4419,In brief: Troy; Home Stretch; Three Hours – reviews
4420,You’ve got to laugh: why a sense of humour helps in dark times
4421,Stuart King obituary
4422,Ronald Forfar obituary
4423,The Tories' Uber Eats habit is funny – the truth about money in British politics isn't | Peter Geoghegan
4424,Campaigners urge IMF to sell gold to provide debt relief
4425,Spain's PM defends Covid emergency lockdown in Madrid
4426,Sue Perkins: 'My best presenting is when they say: let the shambolic oaf do her own thing'
4427,'Not ordinary grief': bereavement festival attracts thousands
4428,The Royal Ballet: Back on Stage review – freedom to soar again
4429,"UK is at 'tipping point' of Covid crisis, says senior health official"
4430,Meghan: 'I'm told I was the most trolled person in the world'
4431,IMF and World Bank must act fast after Covid caught policymakers napping
4432,The gangster vanishes: twist in hunt for world’s largest haul of stolen art
4433,Lockdown rumours make me feel that my restaurant’s fate is out of my hands
4434,A piece of Fleet Street history: Katharine Whitehorn's desk for sale
4435,Ariyon Bakare: ‘Everything has fallen into place’
4436,‘Everyone is fighting’ – how Downing Street lost its grip on a divided nation
4437,Black Spartacus: The Epic Life of Toussaint Louverture review – superb history of Haiti
4438,Northern England mayors given noon deadline to submit Covid plans
4439,MP Margaret Ferrier: decision to travel despite Covid due to 'panic'
4440,"The Bollywood star, a suicide … and an online witch-hunt across India"
4441,Nights in the Gardens of Spain & Miss Fozzard Finds Her Feet review – fetish with flair
4442,Pessimism casts dark cloud over UK as fear of new lockdown grows
4443,Scammers exploit Covid to steal from stressed bank customers
4444,Former Islington mayor quits Labour party over racism
4445,"Gamblers: when the fun stops, stop for dinner…"
4446,The Texas electorate is changing – but could Biden really flip the state?
4447,Isle of light: Oliver Spencer’s ‘lucky’ dream home by the sea
4448,'It's pretty messed up': Americans’ deadly love for tigers
4449,John Lydon: 'Don't become entrenched in one opinion and get stuck there for ever'
4450,British Museum to repatriate ancient tiles smuggled into UK in a suitcase
4451,Scotland’s oldest miniature steam railway finally runs out of puff
4452,"Young minds, wise visions: art helps children to make sense of coronavirus lockdown"
4453,Holy war: Republicans eager to focus Amy Coney Barrett hearings on religion
4454,The week in TV: In the Face of Terror; David Attenborough; Deaf U; Agatha and the Midnight Murders
4455,"If my infant son sports the latest fashions, am I off the hook? | Séamas O’Reilly"
4456,How Soviet spies targeted George Orwell during Spanish civil war
4457,Calling all sneezers: scientists try to unpick mystery of 'photosneezia'
4458,Is Donald Trump a bully or bold protector? That depends on whom you ask | Arlie Hochschild
4459,Cleaning up: the social media stars making housework cool
4460,'We can’t put a barrier on the border': Welsh town  fears influx from English Covid hotspots
4461,"A hangover is no fun, but super silky chocolate worked its magic | Annalisa Barbieri"
4462,June Sarpong: ‘I don’t have the luxury of being mediocre’
4463,To the End of the World by Rupert Everett review – witty memoir of a Wilde life
4464,Black Thought: Streams of Thought Vol 3: Cane & Able review – masterful rhyme
4465,How Rihanna made plus-size men the next big thing
4466,Bruce Nauman review – prophetic visions
4467,"As the tide of coronavirus swells again, Boris Johnson heads into a perfect storm | Andrew Rawnsley"
4468,"‘I heard the doctor was drunk, and my world fell apart,’ says grieving mother"
4469,The anti-lockdown scientists’ cause would be more persuasive if it weren’t so half-baked | Sonia Sodha
4470,Revealed: the squalor inside ex-MoD camps being used to house refugees
4471,Online-only tours make anxious parents’ school choice harder
4472,"Mangrove isn’t simply a ‘black story’, but central to our country’s history | Kenan Mailk"
4473,Wreck of the world’s oldest slave ship at risk of destruction
4474,Exotic parrots to rekindle our tulip mania | James Wong
4475,Republicans express fears Donald Trump will lose presidential election
4476,Boris Johnson ‘betraying his red wall voters’ over lockdown cash
4477,Simone Lia: Thinking – cartoon
4478,"Being ‘British’ is one thing, but what exactly are we so proud of? | Emma Beddington"
4479,Spain becomes cannabis hub as criminals fill tourism void
4480,Less money but lots of ideas: how the pandemic transfer window unfolded | Fabrizio Romano
4481,Saint Maud review – a chilling nurse on a mission from God
4482,Biden looking good – but concern over polls means Democrats are cautious
4483,Arsène Wenger: ‘I try to read  everything that helps me understand human beings’
4484,What Exeter really think of Saracens: 'They won those titles by cheating'
4485,We'll move on from the EU vote but we are now stuck in our tribe. Welcome to Brexitland… | Robert Ford and Maria Sobolewska
4486,RSPB calls for new laws on game bird shooting
4487,Whitehall told to release secret 2016 files on UK pandemic risks
4488,I'm gutted for all those artists told to go away and retrain | Nosheen Iqbal
4489,Greta Thunberg: ‘Only people like me dare ask tough questions on climate’
4490,Lindsay Hoyle: a palace down south? I’d rather be in Chorley market
4491,"Global report: Trump no longer a Covid transmission risk, says doctor; India passes 7m cases"
4492,Can we trust Chinese Covid-19 science?
4493,The big picture: a hands-on Martin Luther King
4494,I Wanna Be Yours by John Cooper Clarke review – chapter and verse
4495,Paul Smith: ‘I’m still blessed with enjoying every day’
4496,Walk back in time: four historic hikes in England’s woodlands
4497,Ministers’ game of chicken with people’s jobs will only slow the recovery further
4498,Would herd immunity stop the spread of coronavirus?
4499,Floella Benjamin: I was told to 'shut up or never work again'
4500,'There is no hope': the slow disintegration of Lebanon
4501,"Lindsey Graham, reverse ferret: how John McCain's spaniel became Trump's poodle"
4502,Sam McKnight: ‘I’m from an era where nothing happened on Sundays’
4503,"On immigration, the public is far more liberal than UK government | Kenan Malik"
4504,China’s reckless ambition could be the biggest threat to a Biden victory
4505,Scott Morrison casts gloom on Australia's prospects for quarantine-free travel with Europe and US
4506,Combine pink and green for instant impact | Funmi Fetto
4507,"Soup and wine with Roger Penrose, master of gravity, light and infinity"
4508,Tucking up the plot for the season | Allan Jenkins
4509,The Holocaust and slavery – both need a fitting memorial
4510,The Observer view on the information commissioner's Cambridge Analytica investigation | Observer editorial
4511,Bledisloe Cup 2020: New Zealand 16-16 Australia – as it happened
4512,"The Windmill, London: ‘You’ll be rewarded with terrific pie’ – restaurant review"
4513,TV tonight: Samuel L Jackson's history of slavery
4514,Côtes du Rhône wines to pair with autumn stews | David Williams
4515,For the record
4516,"A Very Stable Genius? No, a narcissist and a racist – a portrait of Trump from a vast library of books"
4517,From the archive: 1960s London prepares for a flooded capital
4518,Trump said he could kill and win – Covid and cheating may prove it | Robert Reich
4519,The Observer view on Nagorno-Karabakh | Observer editorial
4520,"Blame construction, not cars, for London’s poor air | Letters"
4521,Michael Clark: Cosmic Dancer review – a dank detour
4522,Daniel Andrews says he will give phone records to Victoria's hotel quarantine inquiry
4523,The Forty-Year-Old Version review – razor-sharp satire
4524,"Sydney residents raise $33,000 for Chinese family of food delivery rider killed by bus"
4525,The Man Who Ran Washington review: James Baker as Republican titan from an age long gone
4526,French Exit review – Michelle Pfeiffer can't save disastrous sinking souffle
4527,China grants consular access to two Canadians detained for two years
4528,Kevin Rudd petition calls for royal commission into News Corp domination of Australian media
4529,Josh Frydenberg says Coalition is 'fully committed' to further tax cuts
4530,"Coronavirus live news: Portugal reports 1,646 new cases – as it happened"
4531,Even Wetherspoon's may be drowning its sorrows this year
4532,Kick It Out to work with Facebook on scheme to tackle football racism
4533,"Speedy crossword No 1,306"
4534,"Everyman crossword No 3,861"
4535,"Azed crossword 2,522"
4536,Some attendees skip masks as Trump speaks at White House event – as it happened
4537,BYO: council blames wharf dispute for the great Brisbane dog poo bag shortage
4538,Labour calls for investigation over funding for Robert Jenrick's constituency
4539,Southgate plays down Gascoigne comparisons amid Grealish hype | David Hytner
4540,Eric Dier delighted by Harry Maguire's return for Belgium test
4541,Charity warns Laurence Fox's new 'free speech' party not to use its name
4542,Eddie Jones feels pool of England prospects has not grown since 2015
4543,'Poisoning the Pacific': New book details US military contamination of islands and ocean
4544,Labour and Tories neck and neck in polls after opposition's lead evaporates
4545,Northern cities seek overhaul of national tracing ‘shambles’
4546,Lindsey Graham says Black people can 'go anywhere' in South Carolina if conservative
4547,Swiatek is tennis' latest young winner to show contempt for custom
4548,Trump returns to public events with 'law and order' speech at White House
4549,Can the Centre Alliance hold? Rebekha Sharkie faces 'betrayal' claims after universities vote
4550,Crisis at the box office: Australian cinemas teeter on Covid cliffhanger
4551,How we stay together: 'The secret is just not leaving'
4552,"After everything this year, what we hear when we listen to birdsong has changed"
4553,The federal budget reveals an ideology that is set to kill any recovery just as it is getting started | Greg Jericho
4554,‘A life force’: the swimming group making waves in western Sydney – a photo essay
4555,The race for a Covid vaccine: inside the Australian lab working round the clock to produce 100m doses
4556,'It was a difficult time': Julie Fitzgerald responds to Caitlin Bassett exit | Megan Maurice
4557,'Black people are hurting': British rugby league's inclusivity crisis
4558,"Mars beware, my World XI may lack Messi but De Bruyne makes it tick | Jonathan Wilson"
4559,Ruthless Exeter dismantle Bath's gameplan to stay in double hunt
4560,Fresh Azerbaijani shelling shatters peace after fragile ceasefire agreed
4561,Police notebook with gang details stolen from car
4562,Lawyers claim knife attack at law firm was inspired by Priti Patel's rhetoric
4563,She sneers at do-gooders but Priti Patel has power to do bad. She's using it | Nick Cohen
4564,US Covid cases climb as midwestern states report steep increases
4565,John Lanchester: 'We should treat reading more like sex and drugs'
4566,Duncan Grant's erotica is a blast of defiant joy in tough times for the arts | Barbara Ellen
4567,"Block China’s seat on human rights council over Uighurs, urges Lisa Nandy"
4568,Patty Jenkins is right: nothing can replace the joy of watching a film on the big screen | Rebecca Nicholson
4569,Police accused of unprovoked assault on HS2 protester
4570,Johnson and Macron hold talks on coronavirus and Brexit
4571,Cory Doctorow: ‘Technologists have failed to listen to non-technologists’
4572,The week in audio: Me and My Trolls; Surviving Unemployment and more
4573,"Debt may be cheap, but the UK's poor productivity will cost us dear"
4574,Paris Hilton leads protest calling for closure of Utah school
4575,French Open women's singles final: Iga Swiatek beats Sofia Kenin – as it happened
4576,Investors and graduates flock to UK's burgeoning windfarms
4577,Finally US politicians are taking the fight to the tech giants | John Naughton
4578,Long Time Passing: Kronos Quartet and Friends Celebrate Pete Seeger review – a timely tribute
4579,North of England mayors reject support plans for local Covid lockdowns
4580,Jack Willis helps Wasps into final as they overwhelm careless Bristol
4581,No mix-up for Aidan O'Brien in Dewhurst as St Mark’s Basilica prevails
4582,Djokovic's gift to unsettle threatens Rafael Nadal's kingdom
4583,Hospitals in north of England fear worst as coronavirus admissions rise rapidly
4584,Valtteri Bottas beats Lewis Hamilton to claim Eifel F1 GP pole for Mercedes
4585,On my radar: Russell Tovey's cultural highlights
4586,Kajillionaire review – quirky crime caper
4587,"UK willing to provide Ukraine with lethal weapons, says president's aide"
4588,Federal judge blocks Texas governor's order to shut down ballot drop-off sites
4589,Tottenham 0-1 Manchester United: Women's Super League – as it happened
4590,Millie Turner's header gives Manchester United the edge over Tottenham
4591,"Government 'bobbing all over the place' in Covid response, says Starmer"
4592,Hussein Chalayan: ‘Gender-free clothing is the future’
4593,Enough with militias. Let’s call them what they really are: domestic terrorists | Arwa Mahdawi
4594,Headie One: Edna review – drill king moves forward
4595,Joana Choumali: 'I set my imagination free on the photographs'
4596,One to watch: Cookiee Kawaii
4597,FA suspending England programmes frustrates collectors amid boom
4598,David Dimbleby considering bid to become next BBC chair
4599,Versace executive accuses Los Angeles police of racial profiling
4600,European Space Agency finalises plans to ‘explore the moon properly’
4601,AFL 2020 semi-final: Dangerfield dazzles as Geelong crush Collingwood - as it happened
4602,Osime Brown's mother vows to fight against deportation to Jamaica
4603,"Classical home listening: Vivaldi, Arnold, MacMillan and more"
4604,Classical home listening: Jess Gillam and John Harle on sax
4605,"Black Muslims are almost invisible in Britain, but now we're carving out a space | Na’ima B Robert"
4606,The best recent poetry collections – review roundup
4607,‘Influencers are being taken advantage of’: the social media stars turning to unions
4608,1968: the year that set the world on fire | William Boyd
4609,England game will show if Belgium's stars still have their Midas touch
4610,The derby may yet dash dreams but Ancelotti has restored Everton's pride | Paul Wilson
4611,NRL 2020 semi-final: Rabbitohs overrun Eels - as it happened
4612,"Make masks compulsory in UK workplaces, urges BMA"
4613,Benjamina Ebuehi's recipe for tahini cake with coffee caramel | The sweet spot
4614,North of England leaders 'not consulted' on local Covid lockdowns
4615,The Bridge: a rugged reality show built on wobbly foundations
4616,How to grow heritage kale | Alys Fowler
4617,War has broken out on the edge of Europe. What's behind it? | Thomas de Waal
4618,Puppy power: the costs and pitfalls of buying a dog
4619,"George Floyd, isolation and Zoom: hundreds of artists fuel pandemic exhibition in San Francisco"
4620,'He became a hero': Bolsonaro sees popularity surge as Covid-19 spreads
4621,Trump's public lands chief refuses to leave his post despite judge's order
4622,Continual lockdowns are not the answer to bringing Covid under control | Devi Sridhar
4623,Britain’s best universities are dominated by private schools. Could I help level the playing field?
4624,The stars of Pen15 on playing their teenage selves: ‘It seems like torture’
4625,The wall between what’s private and what’s not is dissolving. Which side am I on? | Hadley Freeman
4626,Purrfect match: cats and their human doubles
4627,Why the hidden world of fungi is essential to life on Earth | Merlin Sheldrake
4628,The SS Officer's Armchair by Daniel Lee review – the life of an 'ordinary Nazi'
4629,Coronavirus: UK launches clinical trial of BCG vaccine
4630,‘Unacceptable’ bacteria levels found on US meat may fuel fears over UK trade deal
4631,'It instilled such problems': ex-member of Amy Coney Barrett's faith group speaks out
4632,'We're always there for them': is the tide turning against zero-tolerance in UK schools?
4633,"HS2 may be guilty of 'wildlife crime' by felling trees illegally, say lawyers"
4634,"Nigella Lawson: ‘I didn't think I’d be a mended person, but I am’"
4635,'It’s crazy good': Covid boom leaves UK furniture firms sitting pretty
4636,"Who is Clare Bronfman, the Seagram’s heiress who financed Nxivm?"
4637,"Nonfiction is just as rich and illuminating as fiction. Trust me, I'm a novelist | Candice Carty-Williams"
4638,Streaming: the best films about doppelgängers and shifting identities
4639,Peanut butter chocolate cake and vegan gingerbread: five new sweet recipes from Nigella Lawson
4640,Trump has made fracking an election issue. Has he misjudged Pennsylvania?
4641,How the Cineworld closures could turn leisure parks into a disaster movie
4642,Premier League may not need the pyramid but England and Southgate surely do | Jonathan Liew
4643,UK temporarily recalls ambassador to Belarus
4644,Campaign seeks 1bn people to save climate – one small step at a time
4645,A Lover's Discourse by Xiaolu Guo review – cross-cultural echoes
4646,From little acorns: into the woods in search of Britain’s ancient oak trees
4647,Fit in your 40s: ‘earthquake’ workouts are a big timesaver – but do they work? | Zoe Williams
4648,Where does an ogre stand near a monk and a maiden? The Weekend quiz
4649,Covid drives more people in UK to fund own operations
4650,Spooky films and scare trails: how to have a Covid-safe Halloween
4651,‘A surreal reality show’: Trump’s terrible week after his Covid diagnosis
4652,Pet insurance: how to get the best-value policy for your dog
4653,Blind date: 'I was tipsy and slurring'
4654,TV tonight: the remarkable story of soul star Teddy Pendergrass
4655,What Were We Thinking review: Carlos Lozada on why Trump books matter
4656,Stephen Collins on Paul Dacre and Charles Moore – cartoon
4657,How to make the most of over-ripe papaya - recipe | Waste not
4658,Michigan terror plot: why rightwing extremists are thriving on Facebook
4659,Tim Dowling: I'm facing my fears and booking a chimney sweep
4660,'Plan B' for rigorous mock exams to avoid rerun of A-level fiasco
4661,Country diary: the seven-coloured linnets
4662,NBA finals 2020 Game 5: Miami Heat 111-108 Los Angeles Lakers – as it happened
4663,Daniel Andrews says it is 'unlikely' big steps will be taken to unwind Victoria's coronavirus restrictions
4664,At the drive-in: has Hockey Dad revealed the future of Australian live music?
4665,Cook Islands' prime minister gives himself 17 portfolios
4666,Debate cancelled as Trump plans first in-person events since Covid diagnosis - as it happened
4667,Photo exhibition featuring Hong Kong protest images shut down in Macau
4668,Yang Hengjun: Australian writer held in China for almost two years officially charged with espionage
4669,Hurricane Delta: Louisiana battered by 100mph winds as storm makes landfall
4670,Second presidential debate canceled but Trump plans in-person events
4671,"WHO daily cases set new record at more than 350,000 – as it happened"
4672,Premier League's pay-per-view TV deal under fire from furious football fans
4673,Talking Horses: chaotic scenes as wrong horse is announced as third
4674,Where have UK house prices increased most – and least – since 2010?
4675,"Prize crossword No 28,261"
4676,"Quick crossword No 15,734"
4677,Weekend crossword No 510
4678,Nadal and Djokovic see off spirited challenges to reach French Open final
4679,A critic's view: the delusion of Trump's Covid-19 victory photo
4680,World Rugby bans trans women from elite women’s game due to injury risks
4681,Jack Grealish: 'I would love to be like Gazza. He played with such joy'
4682,Third of Queen's birthday honours go to heroes of pandemic
4683,Marcus Rashford given MBE in birthday honours for school meals campaign
4684,Gareth Southgate fears changes to Euro 2020 format because of Covid-19
4685,Runners and writers: who got what in the birthday honours list
4686,Djokovic outlasts Tsitsipas to set up French Open final against Nadal – as it happened
4687,Ben Spencer gives Bath hope against Exeter back at the place of pain
4688,Wigan's Liam Farrell strikes late to send Warrington spiralling downwards
4689,Weatherwatch: planners beware –  rainfall that was rare is rare no longer
4690,How to take control of your career development | Helen Tupper & Sarah Ellis
4691,Corrections and clarifications
4692,Nicklas Bendtner: 'I became too fond of the lifestyle that came with the money' | Donald McRae
4693,The new Covid-normal: is Victoria ready to come out of lockdown?
4694,'Queensland paradox' pushes coal and climate to centre stage of election campaign
4695,Blake Scott: Niscitam review – Peep Tempel frontman's sprawling and powerful solo debut
4696,Not-quite-chocolate-pudding fruit: why black sapote is 'utterly unexpected and delightful'
4697,Jimmy Barnes: ‘I think it’s criminal the way the government has treated the arts’
4698,"Claim bribes paid to frame George Pell as sex abuser 'ludicrous', complainant's father says"
4699,Discarded: the Australian women over 50 left to languish in poverty
4700,Danger lurks for Ardern even as her star power dominates New Zealand election
4701,Morrison had been telling us he wanted a private sector-led recovery. Turns out he wasn't lying | Katharine Murphy
4702,The Crown hearings: how did it all go so spectacularly wrong for James Packer?
4703,Backers of Australia's mandatory news code welcome French ruling on Google
4704,Coronavirus: UK workers to get two-thirds of wages if firms told to shut
4705,"Met police restraint contributed to death of mentally ill man, jury finds"
4706,'They all let him down': Kevin Clarke's family condemn Met police's actions
4707,Gretchen Whitmer accuses Donald Trump of inciting domestic terror
4708,The Guardian view on next year's exams: low marks for ministers | Editorial
4709,Bianca Williams threatens to boycott watered-down inquiry into police
4710,Faith leaders back Biden in sign that evangelical support for Trump is waning
4711,"US won't rely on UK for Covid vaccine safety tests, says Nancy Pelosi"
4712,The Guardian view on Sunak's U-turn: bad for him but good for the country | Editorial
4713,Trump outraged by Democrats' plan to assess president's fitness to serve
4714,Williamson accuses English universities of ignoring antisemitism
4715,Cineworld staff on zero-hours contracts 'held hostage' by management
4716,"Non-Covid infectious disease cases down in England, data suggests"
4717,New furlough scheme: how does it work and who will benefit?
4718,Lord Ashburton obituary
4719,"Reduced Covid furlough scheme is an insult, say northern leaders"
4720,EU and UK teams pin hopes on 'tunnel' talks to deliver Brexit deal
4721,"'My name won't put me to the top of the championship,' says Mick Schumacher"
4722,Northern leaders like me are being left in the cold over Covid decision-making | Steve Rotheram
4723,Sadiq Khan: further Covid restrictions in London ‘inevitable’
4724,Trevor Noah on the VP debate: Pence dodged questions 'like they were a PG-13 movie'
4725,"New furlough scheme may not be enough, say north of England firms"
4726,UK coronavirus: government to pay two-thirds of wages at businesses forced to lock down – as it happened
4727,China state television to air Game 5 of NBA finals after one-year ban
4728,Has the time come for a herd immunity strategy? | Letters
4729,Renaissance accountants remembered | Letters
4730,La Pasionaria and the International Brigades | Letter
4731,Want a tan? Take a trip to St Lesmo | Brief letters
4732,When fair becomes foul in the make-believe world of Ifab's chief David Elleray
4733,Nimco Ali calls for frank discussion on violence against women in UK
