,0
3385,Summer Reading Contest Week 7: What Got Your Attention in The Times This Week?
3386,Paris Deputy Mayor Quits After Protests Over Links to Pedophile Writer
3387,"He’s 83, She’s 84, and They Model Other People’s Forgotten Laundry"
3388,When Is It Safe for Schools to Reopen in California?
3389,16 States Go Ahead With ‘Back to School’ Sales Tax Holidays
3390,My House Has Not Kept Up With the Pandemic
3391,"Need Help With Your Estate Plan? Go With the Flow, Advisers Say"
3392,"C.E.O.s Are Qualified to Make Profits, Not Lead Society"
3393,"Luis Barragán’s Forgotten Works, Revisited"
3394,Christopher Columbus Statues Removed From 2 Chicago Parks
3395,How Covid-19 Made it Easier to Talk About Climate Change
3396,Gold vs. Salmon: An Alaska Mine Project Just Got a Boost
3397,"Jason Rodriguez’s Vogue Family Values: Positivity, Trust, Love"
3398,"As Japan Nears 1,000 Daily Coronavirus Infections, It Shies From Restrictions"
3399,6 Steps to the Best Barbecued Ribs
3400,Trump Presses Limits on Transgender Rights Over Supreme Court Ruling
3401,What to Cook This Weekend
3402,Behind the Cover: Climate Migration
3403,"Taylor Swift’s Heartbreak Dreamscape, and 9 More New Songs"
3404,Making the Most of a Pandemic Staycation
3405,Yoshitomo Nara Paints What He Hears
3406,When a Bookish Girl’s Imagination (Truly!) Takes Flight
3407,Novels of Suspense and Isolation
3408,The Yearning for the Unexplained
3409,There’s No Social Distancing for Dancers. How Can the Show Go On?
3410,LeBron James Still Reigns as the N.B.A. Returns
3411,$600 Unemployment: What Happens When a Stimulus Lifeline Ends
3412,"Bring Your Flamethrower. In This Novel, Art Feels the Burn."
3413,10 Streaming Movies to Keep Your Summer Interesting
3414,Comfort Viewing: 3 Reasons I Love ‘Columbo’
3415,Why a Biden Presidency Could Be Bullish for Stocks
3416,Avoid the Oven!
3417,A Guide to Nordic Noir
3418,Karim Benzema: Real Madrid’s Low-Wattage Galactico
3419,FEMA Sends Faulty Protective Gear to Nursing Homes Battling Virus
3420,Trump Tailors Exaggerations and False Claims to Election Battlegrounds
3421,"The New ‘Kissing Booth’ Star on ‘Cats,’ Selena and Greased Abs"
3422,Digital Habits Are Hard to Break
3423,Cherries Belong in More Than Pie
3424,The Heavy Toll of Priest Sex Abuse
3425,Mike Tyson Joins Boxers Finding Retirement Too Hard
3426,Toronto Blue Jays Will Play Most Home Games in Buffalo
3427,Love Letter: Breaking the Cycle of Abandonment
3428,Trump Administration Is Bypassing Arms Control Pact to Sell Large Armed Drones
3429,Hearst Magazines Names Interim Head to Replace Troy Young
3430,11 of Our Best Weekend Reads
3431,Netflix Dropped Chris D’Elia Show After Sexual Misconduct Allegations
3432,How to Move During a Pandemic
3433,"Providing a Pandemic Safety Net, Nonprofits Need Their Own"
3434,"A Telephone Is Your Friend, but a Tablet Can Betray You"
3435,"At Wall Street Journal, News Staff and Opinion Side Clash"
3436,A.O.C.’s Powerful Rebuke to Sexism in Congress
3437,"Nadine Taub, Early Leader in Women’s Rights Law, Dies at 77"
3438,"Marlene Sekaquaptewa, Hopi Tribal Leader and Quiltmaker, Dies at 79"
3439,Answering Your Questions About School Reopenings
3440,"After Early Success, Israel’s Netanyahu Faces Fury for Flubbing Virus Fight"
3441,"Brad Watson, 64, Dies; His Southern Upbringing Animated His Books"
3442,3 Storms Churn Across the Atlantic and Pacific Oceans
3443,Videos Show How Federal Officers Escalated Violence in Portland
3444,Scientist Plan to Explore Florida’s ‘Green Banana’ or Blue Hole
3445,When Is a Coronavirus Test Not a Coronavirus Test?
3446,Would You Go to a Movie Right Now? Republicans Say Yes. Few Others Do.
3447,"Bruce Blair, Crusader for Nuclear Arms Control, Dies at 72"
3448,"C.D.C. Calls on Schools to Reopen, Downplaying Health Risks"
3449,"28 Movies, Books, TV Shows (and More) That Explore Disability Culture"
3450,"La Caridad 78, a Beloved Chinese-Cuban Restaurant, Closes"
3451,When Caring for Your Child’s Needs Becomes a Job All Its Own
3452,"School Reopening, Evictions, Surfing: Your Friday Evening Briefing"
3453,"Robert E. Lee High in Virginia Will Be Renamed for John Lewis, District Says"
3454,"Democrats, Don’t Take the Bait on Trump’s Memory Test"
3455,"‘I Missed You, Pool’: Children Rejoice as N.Y.C. Public Pools Finally Open"
3456,‘Pure Instinct’: The Extraordinary Rescue of 2 French Boys From a Fire
3457,Kimberly Guilfoyle’s Fund-Raising for Trump Draws Scrutiny
3458,"Pelosi Rejects Short-Term Extension of Unemployment Benefits, Again"
3459,Baseball Embraces the Weird and Hopes for the Best
3460,"As He Woos Drugmakers on Virus, Trump Demands Drug Price Controls"
3461,"U.S. Warns Russia, China and Iran Are Trying to Interfere in the Election. Democrats Say It’s Far Worse."
3462,"Rene Carpenter, Astronaut’s Wife Who Broke NASA Mold, Dies at 92"
3463,Coronavirus Briefing: What Happened Today
3464,"Wary of Other Leagues’ Battles, N.F.L. and Players Agree on Terms to Return"
3465,Feeling Hopeless? Embrace It.
3466,Cracking Open a Bottle of Calgary’s Past
3467,Inside Trump’s About-Face on the Republican Convention in Jacksonville
3468,Judge Rejects Challenge to Federal Agents Targeting Portland Protesters
3469,"Woody Johnson Was a Loyal Trump Supporter in 2016. As an Ambassador, He May Be Too Loyal."
3470,What Arizona’s Tenuous Virus Plateau Could Teach Us
3471,Trump Signs Orders to Reduce Cost of Prescription Drugs
3472,"‘Mugged by Reality,’ Trump Finds Denial Won’t Stop the Pandemic"
3473,Washington Post Settles Lawsuit With Student in Viral Protest Video
3474,The Two China Fires
3475,"Split 5 to 4, Supreme Court Rejects Nevada Church’s Challenge to Shutdown Restrictions"
3476,American Catastrophe Through German Eyes
3477,Clash of the Historians: Paper on Andrew Jackson and Trump Causes Turmoil
3478,For Whose Sake?
3479,‘Home-Schooling Won’t Kill Us. Covid-19 Might.’
3480,Quotation of the Day: Charities Fall in Need of Aid to Stay Afloat
3481,The Coronavirus Unleashed Along the Amazon River
3482,What’s on TV Saturday: ‘Surviving Joe Exotic’ and ‘Days of the Whale’
3483,"Thanks to Trump, Jacksonville Becomes Political Roadkill"
3484,The F.B.I. Pledged to Keep a Source Anonymous. Trump Allies Aided His Unmasking.
3485,How to Talk to Your Friends About Money
3486,President Trump Bows to Reality: This Week in the 2020 Race
3487,"Me, My Relationship and PTSD"
3488,"Comic-Con Is Online, and So Is the Artist Alley"
3489,"In Era of Sickness, Doctors Prescribe Unusual Cure: Voting"
3490,"Federal Agents Push Into Portland Streets, Stretching Limits of Their Authority"
3491,Anatomy of an Election ‘Meltdown’ in Georgia
3492,Don’t Throw Out That Corn
3493,True Crime Podcasts at the Intersection of Race
3494,‘Online School Is Not the End of the World’
3495,The Retirement Savings Coach You Already Know
3496,How Rob Manfred Navigated a Summer of Peril for Baseball
3497,"What Do Portland Protesters Want, and How Have the Police Responded?"
3498,Travel the World Through These Dance Tutorials
3499,Trump’s Covid Failures Reshape Race and Lift Biden
3500,Mothers’ Power in U.S. Protests Echoes a Global Tradition
3501,"Elon Musk, Blasting Off in Domestic Bliss"
3502,"As N.F.L. Fights Racism and Sexism, Team Owners Undercut the Message"
3503,Tailors Know New Yorkers’ Pandemic Secret: ‘Everybody Got Fat!’
3504,The Great Au Pair Rush
3505,Corporate Insiders Pocket $1 Billion in Rush for Coronavirus Vaccine
3506,These Monkeys Were Once Revered. Now They Are Taking Over.
3507,Compensation for Embassy Bombing Victims Could Imperil Thaw With Sudan
3508,Why the ‘Super Weird’ Moons of Mars Fascinate Scientists
3509,"Vietnam, Lauded in Coronavirus Fight, Has First Local Case in 100 Days"
3510,What’s in This Deep ‘Blue Hole’ Off Florida? They’re Working on It
3511,"A Viewer Spotted a Lump on Her Neck. Now, She’s Having a Tumor Removed."
3512,Hurricane Hanna Hits Texas Region Struggling With Coronavirus
3513,Breanna Stewart Is Ready for Her Old Normal: Winning Championships
3514,"To Learn to Draw, Start With Your Shoe"
3515,Protests Swell in Russia’s Far East in a Stark New Challenge to Putin
3516,"Shed Your Quarantine Skin (and Hair and Nails), Safely"
3517,U.S. Coronavirus Cases Soar as 18 States Set Single-Day Records This Week
3518,Your Used Mask Needs to Make It to the Trash Can
3519,A.O.C. and the Jurassic Jerks
3520,My Co-op Is Letting Workers in Again. How Do I Know They’re Doing It Safely?
3521,This Summer’s #1 Zucchini Recipe
3522,A ‘Wall of Vets’ Joins the Front Lines of Portland Protests
3523,Officials Push U.S.-China Relations Toward Point of No Return
3524,Variety: Puns and Anagrams
3525,Who Gets to Be a ‘Naked Athena’?
3526,A ‘Safety Net’ That’s a Kafkaesque Mess
3527,"Once a Source of U.S.-China Tension, Trade Emerges as an Area of Calm"
3528,A 2020 Question 100 Days Out: Will the Elections Be Free and Fair?
3529,Congress Was Already Broken. The Coronavirus Could Make It Worse.
3530,A.O.C. and the Daughter Defense
3531,Inequality and Our Capitalist System
3532,Dive Into D.I.Y.s and a Variety of Summer Books
3533,‘Enough Is Enough’: A ‘Wall’ of Veterans Joins Portland Protesters
3534,Live Hurricane Hanna Tracking Map
3535,Misogynistic Lawyer Who Killed Judge’s Son Had List of Possible Targets
3536,"Richard Gelles, Scholar of Family Violence, Is Dead at 73"
3537,"Milos Jakes, Czech Communist Leader, Is Dead at 97"
3538,"David Sackoff, 71, ‘Survivor’ Who Battled Mental Illness, Dies"
3539,Tom Thibodeau Nearing Agreement to Become Knicks Coach
3540,"In Portland’s So-Called War Zone, It’s the Troops Who Provide the Menace"
3541,Donald Trump Is the Best Ever President in the History of the Cosmos
3542,The Ghost of Margaret Sanger
3543,A Visit to the Classrooms the Kids Left Behind
3544,‘We Will Be a Voice for the Voiceless’: The W.N.B.A. Season Is Dedicated to Breonna Taylor
3545,"John Lewis, Son of Alabama, Makes His Last Journey Home"
3546,"Rich New Yorkers, How’s That Census Coming?"
3547,The Pandemic Could Make Political Conventions Less Terrible
3548,"Brazil’s Bolsonaro, Leading Virus Skeptic, Says He’s No Longer Infected"
3549,"Regis Philbin, TV’s Enduring Everyman, Dies at 88"
3550,"From Alabama to the Capitol, the Journey to Honor John Lewis"
3551,Made-to-Order
3552,"As the World Gets Tougher on China, Japan Tries to Thread a Needle"
3553,North Korea Declares Emergency After Suspected Covid-19 Case
3554,"Small Plane Crashes Into Backyard in Utah City, Killing 3"
3555,Fires and Pepper Spray in Seattle as Police Protests Widen Across U.S.
3556,What’s on TV Sunday: ‘Wynonna Earp’ and a Manson Docuseries
3557,"Corrections: July 25, 2020"
3558,Quotation of the Day: Federal Agents’ Aggression in Portland Stretches Legal Limits
3559,"Corrections: July 26, 2020"
3560,"Yes, Fake News Is a Problem. But There’s a Real News Problem, Too."
3561,‘We Were Somewhere in the 50s When We Noticed a Brass Quartet’
3562,"The Virus Turns Midtown Into a Ghost Town, Causing an Economic Crisis"
3563,"Coronavirus, Hurricane Hanna, Regis Philbin: Your Weekend Briefing"
3564,Meet the 3 Spacecraft Heading to Mars This Summer
3565,"Well, Hello to You, Too"
3566,Your Coronavirus Antibodies Are Disappearing. Should You Care?
3567,Don’t Ban TikTok. Make an Example of It.
3568,Slimmed-Down Baseball on TV Has Broadcast Workers Worried
3569,Everlane’s Promise of ‘Radical Transparency’ Unravels
3570,‘Disabled People Love Clothes Too’
3571,Sledding Athletes Are Taking Their Lives. Did Brain-Rattling Rides and High-Speed Crashes Damage Their Brains?
3572,How Coronavirus Ravaged One Houston Family
3573,"‘You Do the Right Things, and Still You Get It’"
3574,"The Week in Business: Goodbye, Extra $600 a Week"
3575,"Testing Results Take Too Long, U.S. Official Concedes"
3576,"As a Teenager, I Hated Johnny Carson. Then Came the Pandemic."
3577,The Sunday Read: ‘The Accusation’
3578,"Homes That Sold for Around $750,000"
3579,Strange Bedfellows: Iran’s Ex-President Woos Saudi Crown Prince as Pen Pal
3580,What to Cook This Week
3581,Volunteer Confesses to Starting Fire at Nantes Cathedral
3582,"We’re 20 Percent of America, and We’re Still Invisible"
3583,You Say We Need a Revolution?
3584,Politicians and Masks
3585,"Selma Helped Define John Lewis’s Life. In Death, He Returned One Last Time."
3586,Hurricane Douglas Grazes Hawaiian Islands With Strong Winds and Rain
3587,"Olivia de Havilland, a Star of ‘Gone With the Wind,’ Dies at 104"
3588,"Taylor Swift, a Pop Star Done With Pop"
3589,‘The Persians’ Review: Aeschylus’s Ancient Portrait of Defeat
3590,"Peter Green, Fleetwood Mac’s Founder, Is Dead at 73"
3591,Upsides for Some Remote Workers; Lost Pay and Security for Others
3592,Garrett Foster Brought His Gun to Austin Protests. Then He Was Shot Dead.
3593,"‘In These Uncertain Times’ Review: Love, Loss and Zoom"
3594,"Mason Gaffney, Who Argued for Taxing Only Land, Dies at 96"
3595,"Fighting False News in Ukraine, Facebook Fact Checkers Tread a Blurry Line"
3596,"The Premier League Calls It a Year, 352 Strange Days After It Began"
3597,Quarantine Order Blindsides Britons Returning From Spain
3598,"For French-Algerian Families, Virus Disrupts Cherished Summer Ritual"
3599,"North Korea, U.S.-China, Olivia de Havilland: Your Monday Briefing"
3600,Trump Officials Float Idea of Narrow Bill to Extend Unemployment Benefits
3601,9 Great Olivia de Havilland Movies to Stream
3602,27 States Issue Warnings About Seed Packets From China
3603,Trump Backs Out of Throwing Pitch at Yankees Game
3604,A Liberal Town Built Around Confederate Generals Rethinks Its Identity
3605,My Son Got Married in a Pandemic. It Was Perfect.
3606,An All-Day Journey Through Baseball’s Weird New Season
3607,Hurricane’s Choice for Texans: Shelter From the Virus or the Storm
3608,Inside the Violent and Misogynistic World of Roy Den Hollander
3609,Trump’s Nakedly Political Pandemic Pivot
3610,Did Hearst’s Culture Kill Hearst’s Biggest Magazine Story?
3611,Cities in Bind as Turmoil Spreads Far Beyond Portland
3612,"‘Perry Mason’ Season 1, Episode 6 Recap: Disorder in the Court"
3613,Quotation of the Day: Lewis’s Funeral Procession Follows His Footsteps Across Bridge
3614,"No Corrections: July 27, 2020"
3615,Transit Workers Were N.Y.C.’s Pandemic Lifeline. These 3 Paid a Price.
3616,"Spain Quarantine, Russia Protests, Olivia de Havilland: Your Monday Briefing"
3617,What’s on TV Monday: A Penn and Teller Special and ‘Good Deeds’
3618,Colonialism Made the Modern World. Let’s Remake It.
3619,N.H.L. Award Races Bode Well for a Compelling Restart
3620,"For the N.B.A., a Long, Strange Road Trip to the Finals"
3621,"They Crossed Oceans to Lift Their Families Out of Poverty. Now, They Need Help."
3622,South Korea Confirms a Defector Swam Back to the North
3623,‘That’s Ridiculous.’ How America’s Coronavirus Response Looks Abroad.
3624,How to Test More People for Coronavirus Without Actually Needing More Tests
3625,Ben & Jerry’s Radical Ice Cream Dreams
3626,‘That’s Ridiculous.’ How America’s Coronavirus Response Looks Abroad.
3627,Medical Schools Have Historically Been Wrong on Race
3628,The Death Penalty Can Ensure ‘Justice Is Being Done’
3629,The Real Reason Biden Is Ahead of Trump? He’s a Man
3630,Italy Is Slowly Waking From the Nightmare
3631,The Pandemic’s Toll on Children With Special Needs and Their Parents
3632,The Police Answer to Us. What Will We Do About It?
3633,Education Dept.’s Civil Rights Chief Steps Down Amid Controversy
3634,A Trumpless Future Is Hard to Get Your Head Around
3635,Shopping for Shelving Units
3636,Black Yoga Collectives Aim to Make Space for Healing
3637,"With Eating Disorders, Looks Can Be Deceiving"
3638,"Hoping to Understand the Virus, Everyone Is Parsing a Mountain of Data"
3639,Jeff Bezos Cast in a Role He Never Wanted: Amazon’s D.C. Defender
3640,These Businesses Lasted Decades. The Virus Closed Them for Good.
3641,Why Montana Is a Test Case for Democrats’ Winning the Senate
3642,A Possible Weapon Against the Pandemic: Printing Human Tissue
3643,The Celebrity Bookshelf Detective Is Back
3644,Coming of Age on Mars
3645,We’ll Be Wearing Masks for a While. Why Not Make Them Nice?
3646,On the Lookout for Moose on Michigan’s Isle Royale
3647,Exploring the Solar System
3648,The Uncertain Future of Midtown
3649,"Research Boosts Evidence of Masks’ Utility, Some Experts Say"
3650,The Mistakes New York Made
3651,Melania Trump Will Revamp White House Rose Garden
3652,"A Small, Enduring Bloc"
3653,Migrant workers are sending less money home.
3654,"Rethinking the pandemic mask, with elegant design or useful technology."
3655,‘Now we feel powerful:’ Au pairs are seeing newfound choice when picking families.
3656,An Evaporating $600 for Millions of Americans
3657,The race for a coronavirus vaccine is making some corporate insiders very rich.
3658,The New World of Work
3659,An American Mustache That Irritated South Koreans Is No More
3660,Remote work could widen disparities in the labor force.
3661,Here’s the business news to watch this week.
3662,Biden Warns Trump Not to ‘Hype’ Vaccines
3663,"In Stockton, a Powerful Program to Prevent Violence"
3664,Elon Musk courts more controversy.
3665,"John Lewis, Lying in State, Is Honored as Part of a ‘Pantheon of Patriots’"
3666,"What You Get for $900,000 in California"
3667,Boris Johnson’s New Tactic Against the Virus: Urge Britons to Lose Weight
3668,"$900,000 Homes in California"
3669,Dinner for One
3670,Israel Says It Thwarted a Hezbollah Raid at Lebanon Border
3671,Miami Marlins Outbreak Postpones 2 Games and Rocks M.L.B.’s Return
3672,Finding Balance in a Summer Side
3673,Can Trees Live Forever? New Kindling for an Immortal Debate
3674,The Doctor Behind the Disputed Covid Data
3675,"Of Wine, Hand Sanitizer and Heartbreak"
3676,"Kansai Yamamoto, Designer With Ziggy Stardust as a Client, Dies at 76"
3677,Why Delta Is Leaving Middle Seats Empty During the Pandemic
3678,The German economy shows signs of rebounding.
3679,Hotels Are Promoting the Nostalgia of the Family Road Trip
3680,"Robert O’Brien, Trump’s National Security Adviser, Has the Virus"
3681,Two Teenagers Are Among 8 Killed on Deadly Day in New York City
3682,"Poland Considers Leaving Treaty on Domestic Violence, Spurring Outcry"
3683,I Was a Screen–Time Expert. Then the Coronavirus Happened.
3684,Juice WRLD Repeats at No. 1 as Taylor Swift Preps for a Big Debut
3685,What to Do About TikTok
3686,"Taliban Executes Female Prison Guard, and U.N. Raises Concern Over Afghan Violence"
3687,Susan Rice Wants to Run for Office. Will Her First Campaign Be for V.P.?
3688,"Drone Music, Stretched and Sliced"
3689,‘Memorial Drive’ Powerfully Recalls a Southern Childhood and a Mother’s Murder
3690,Penn Museum to Relocate Skull Collection of Enslaved People
3691,Review: Listening in the Dark to a Cruel Tale of ‘True History’
3692,A Charcoal Grill That Sizzles
3693,A Vodka for Gin Lovers
3694,Frozen Vegan Meals From the Chef Matthew Kenney
3695,Sake and Beer Among the Bases for These Vinegars
3696,Chocolate in a New York State of Mind
3697,Cookbook Series Honors Long Island’s Farmers and Produce
3698,"In Granada, Dancing Carefully, Respectfully and With an Audience"
3699,Stretching May Have Cardiovascular Benefits
3700,Intermittent Fasting May Aid Weight Loss
3701,Moderna and Pfizer Begin Late-Stage Vaccine Trials
3702,"Women in Publishing, Then and Now"
3703,"Darius Settles, Custom Suit-Designer to Ministers, Dies at 30"
3704,As Federal Forces Confront Protesters
3705,"Migrant Workers, Hong Kong Wave, TikTok: Your Tuesday Briefing"
3706,Migrants Adrift Off Malta Called for Help. Then They Waited. And Waited.
3707,Hundreds of Teenagers Sow Chaos at Memphis Mini Golf Park
3708,"Masks May Reduce Viral Dose, Some Experts Say"
3709,That Almost Apology for the 1980 Olympic Boycott Helps. A Little.
3710,"N.Y.C. Seal, With a Native American in Loincloth, Faces Scrutiny"
3711,Yellowcard Quietly Drops Copyright Suit Against Juice WRLD
3712,Life After Lockdown in Mexico City
3713,A Breakfast Crumble for Early Birds With a Sweet Tooth
3714,The Cult of Selfishness Is Killing America
3715,"Trump Again Tries to Block Subpoena for Taxes, Calling It ‘Wildly Overbroad’"
3716,‘Challenge Accepted’: Why Women Are Posting Black-and-White Selfies
3717,National Guard Officer Says Police Used ‘Excessive’ Force at White House Clash
3718,Urban Explorers Give Modern Ruins a Second Life
3719,Prosecutors Struggle to Resume Guantánamo Trials
3720,‘The Moms Are Here’: ‘Wall of Moms’ Groups Mobilize Nationwide
3721,Barr Defends Protest Response and Criticizes Russia Inquiry Ahead of Testimony
3722,"Eddie Shack, Feisty Wing for Powerful Maple Leafs, Dies at 83"
3723,Trump Boasts About Progress Toward a Coronavirus Vaccine
3724,E.P.A. Inspector General to Investigate Trump’s Biggest Climate Rollback
3725,"Jobless Aid, Data Overload, Baseball: Your Monday Evening Briefing"
3726,New Gold Rush Pushes Price to Record Highs
3727,Republican Stimulus Package May Come With a Benefit for Big Banks
3728,Coronavirus Briefing: What Happened Today
3729,China’s Claims to the South China Sea Are Unlawful. Now What?
3730,"After Marlins’ Outbreak, Yankees Stay Inside and Wait for Phillies"
3731,A Small Georgia City Plans to Put Students in Classrooms This Week
3732,A Republican Panic Button
3733,"Hilary Mantel, Kiley Reid, Anne Tyler in Running for Booker Prize"
3734,"As Republicans Embrace Cut in Jobless Aid, Divisions Weaken Their Leverage"
3735,"Trump Announced, Then Canceled, a Yankees Pitch. Both Came as a Surprise."
3736,Twilight of the Liberal Right
3737,‘Ellen DeGeneres Show’ Workplace to Be Reviewed by WarnerMedia
3738,What Will a Post-Trump G.O.P. Look Like?
3739,Peaceful Protesters With ‘Room for Rage’ Sympathize With Aggressive Tactics
3740,Taylor Swift’s ‘Folklore’: Let’s Discuss
3741,"Florida Man Took Coronavirus Aid and Bought a Lamborghini, Officials Say"
3742,Georgia Senator Is Criticized for Ad Enlarging Jewish Opponent’s Nose
3743,Outs’ Opposites
3744,Chainsmokers Concert in Hamptons Is Under Fire Over Social Distancing
3745,Quotation of the Day: Female Guard Is Latest Target of Taliban Violence
3746,"Corrections: July 28, 2020"
3747,"Migrant Workers, Poland, TikTok: Your Tuesday Briefing"
3748,"Najib Razak, Malaysia’s Former Prime Minister, Found Guilty in Graft Trial"
3749,What’s on TV Tuesday: ‘Last Chance U’ and ‘Stockton on My Mind’
3750,One of America’s Oldest Gun Makers Files for Bankruptcy for 2nd Time
3751,Too Much Mars? Let’s Discuss Other Worlds
3752,How NASA Found the Ideal Hole on Mars to Land In
3753,Stir-Crazy New Yorkers Discovered an Idyllic Spot. Will They Trample It?
3754,Late Night Wonders Whether Tom Cotton Is a Necessary Evil
3755,Australia Says Chinese Students Are Targets in ‘Virtual Kidnapping’ Scams
3756,How to Stop Biting Your Nails
3757,"Why It’s Good to Be Old, Even in a Pandemic"
3758,Trying the Japanese for War Crimes
3759,Why the United States Invaded Iraq
3760,The Groundbreaking Scientist Who Risked All in Pursuit of His Beliefs
3761,These Celebrities Can Change Your Life
3762,This Movie Star’s Only Hope Is Help From Her Personal Assistant
3763,Why Is Hillary Clinton So Hated?
3764,Aimee Bender’s Latest Is a Proustian Reverie
3765,Staring Into the Eye of a Whale and Seeing the Whole World
3766,The Chinese Town That Became the Self-Immolation Capital of the World
3767,Can Unsexy Beauty Be Sexy?
3768,A Métis Woman’s Husband Disappeared — or Did He?
3769,We Made a Mistake With Masks. Now It Could Be Tests.
3770,Refugee Resettlement Is Close to Collapse. That Was Trump’s Plan.
3771,"Women Can Have a Little Power, as a Treat"
3772,What Will Schools Do When a Teacher Gets Covid-19?
3773,"Longer, Slower, Farther: Savoring the Prospects of Future Travels"
3774,"Barr Testimony: Highlights of Combative Hearing on Protests, Stone Case and More"
3775,"After Quitting Deadspin in Protest, They’re Starting a New Site"
3776,Boldly Writing What I Hadn’t Written Before: Science Fiction
3777,"Amazon, Apple, Facebook and Google Prepare for Their ‘Big Tobacco Moment’"
3778,Can My Boss Make Me Promise I Don’t Have Covid-19 Symptoms?
3779,Here Are the Differences Between the House and Senate Coronavirus Relief Bills
3780,Bringing Mars Rocks to Earth: Our Greatest Interplanetary Circus Act
3781,How Local Covid Deaths Are Affecting Vote Choice
3782,Pollution Is Killing Black Americans. This Community Fought Back.
3783,"Like Father, Like Son: President Trump Lets Others Mourn"
3784,Why Hunger Can Grow Even When Poverty Doesn’t
3785,"Cancer, Religion and a ‘Good’ Death"
3786,Their Businesses Went Virtual. Then Apple Wanted a Cut.
3787,"In Russia’s Far East, a New Face of Resistance to Putin’s Reign"
3788,‘Not Sparing Anyone’: Texas Funeral Homes Can’t Escape Virus
3789,Do We Believe in U.F.O.s? That’s the Wrong Question
3790,Restoring a Classic Southampton Home
3791,"In the Hamptons, the Architectural Equivalent of an Old Sports Car"
3792,Trump Falsely Claims Much of U.S. Is ‘Corona-Free’
3793,‘Black Lives Matter’ Art Outside Trump Tower Is Being Vandalized
3794,"‘Afterland,’ by Lauren Beukes: An Excerpt"
3795,Why $600 Checks Are Tearing Republicans Apart
3796,British-Australian Academic Jailed in Iran Is Moved to Remote Prison
3797,Venice Film Festival to Return With Masks and Without Blockbusters
3798,A Clue to van Gogh’s Final Days Is Found in His Last Painting
3799,All Spikes Aren’t Equal
3800,"Spanish Leader Attacks U.K. Quarantine Order, Calling It an ‘Error’"
3801,Trump Gets More Bullish as a Top Aide Tests Positive
3802,‘Nose to Tail’ Review: Cooking Monster
3803,‘City Dreamers’ Review: The Female Architects Who Laid the Blueprint
3804,Their businesses went virtual. Then Apple wanted a cut.
3805,Remington Arms files for bankruptcy for 2nd time.
3806,Tech’s ‘Big Tobacco’ Moment
3807,"Biden Addresses Racial Justice, Saying Trump Adds ‘Fuel to the Fire’"
3808,Making a Move During the Pandemic? Not So Fast
3809,New Census Worry: A Rushed Count Could Mean a Botched One
3810,E.C.B. asks banks to extend ban on dividends and big bonuses.
3811,U.S. lawmakers deliberate over another aid package.
3812,Helping California’s Hard-Hit Central Valley
3813,Goldman Sachs C.E.O. played an ill-fated DJ gig in the Hamptons.
3814,Rhiannon Giddens to Lead Silkroad’s Musical Explorations
3815,Malls Seek to Evolve as the Pandemic Hastens a Retail Overhaul
3816,Why We Reach for Nostalgia in Times of Crisis
3817,South Korea Says It Will Launch Spy Satellites as Missile Deal Is Revised
3818,How to Ask if Everything Is OK When It’s Clearly Not
3819,Turkey faces currency crisis as lira nears record lows.
3820,‘A Big Correction’: Pandemic Brings Change to ‘Bloated’ Ad Industry
3821,The Fed will extend its emergency programs through 2020.
3822,Hong Kong University to Fire Law Professor Who Inspired Protests
3823,Livestream Your Wedding Like a Pro
3824,North Korea Thinks He Brought Covid-19. The South Wanted to Arrest Him.
3825,Angel Blue’s Weekend: Watching ‘Porgy and Bess’ and Keeping the Faith
3826,Netflix Breaks HBO’s Record for the Most Emmy Nominations Ever
3827,How to Open a Top-Tier Restaurant in a Pandemic? Rethink Everything
3828,The Pandemic Could End the Age of Midpriced Dining
3829,"Taliban Announce Brief Cease-Fire, as Afghan Peace Talks Look Imminent"
3830,Twitter limits Donald Trump Jr.’s account after he shares virus misinformation.
3831,Uber and Lyft Drivers Win Ruling on Unemployment Benefits
3832,A Close Look at a Fashion Supply Chain Is Not Pretty
3833,Revel Suspends Moped Service in New York City After 2 Deaths
3834,A Forgotten Town at the Center of the Manhattan Project
3835,These Microbes May Have Survived 100 Million Years Beneath the Seafloor
3836,Another Yankees-Phillies Game Is Postponed Over Virus Concerns
3837,"Summer Reading Contest Winner, Week 5: On ‘Hamilton Review: You Say You Want a Revolution’"
3838,Maya Wiley Is Leaving MSNBC to Weigh Run for N.Y.C. Mayor
3839,"Eddie Chacon, a Fleeting ’90s Neo Soul Star, Returns as an Old Soul"
3840,Report Slams Doctor at V.A. for Dismissing Suicide Risk of Patient Who Later Killed Himself
3841,Great White Shark Kills Maine Swimmer in Rare Attack
3842,Emirates tickets come with coronavirus medical insurance.
3843,Recent Commercial Real Estate Transactions
3844,"‘Amazing, Isn’t It?’ Long-Sought Blood Test for Alzheimer’s in Reach"
3845,"Cold Comfort: France to Ban Heated Terraces, but Not This Winter"
3846,How Does the Coronavirus Affect Sports Betting?
3847,"New & Noteworthy Poetry, From a Hungry God to a Fake Shepherd"
3848,Trading Sand and Sea for TikTok Challenges
3849,Amazon Is Jeff Bezos
3850,Virgin Galactic Unveils Comfy Cabin for Jet-Setting to the Edge of Space
3851,San Francisco Fire Displaces Dozens
3852,Where Is All That Gold Being Stored?
3853,‘An Elder and a Humble Giant’: Why They Came to Say Goodbye to John Lewis
